utterance|intent|domain|dialogue_id
Hi my name is Roger. I would like to find out about reservations for tonight at 7pm for the highest rated mexican restaurant in dress_ 85201|reservation|restaurant|single_sen
I am looking to reserve a table for two tomorrow night at a place that serves oriental food. I am in the boston area.|reservation|restaurant|single_sen
Can I get a table for 3 tomorrow night at 6PM at a Mexican restaurant in Seattle|reservation|restaurant|single_sen
I need to find the best Cheesecake in San Jose for 6 people next tuesday at 6|restaurantname|restaurant|single_sen
Does Indigo Grill in San Diego have any openings from 6 to 8pm tomorrow night?|reservation|restaurant|single_sen
Looking to book a restaurant in this area code: 75123, do you have any suggestion?|reservation|restaurant|single_sen
Hi, can you find me a Mexican restaurant in Seattle that can host a party of 15?|restaurantname|restaurant|single_sen
That sounds great, are they expensive?|pricing|restaurant|single_sen
looking for a restaurant that even the slackest mturk agent can make a reservation for in wilmington, nc|restaurantname|restaurant|single_sen
please please please do your job and book me a reservation at little dipper in wilmington, nc tomorrow at 8pm for 4 people under the name Booker Now|reservation|restaurant|single_sen
I would like to know what restaurants are accepting reservations tonight?|reservation|restaurant|single_sen
Can you make me a reservation for EB greens steakhouse in buffalo?|reservation|restaurant|single_sen
Find me a White Castle restaurant in the state of Pennsylvania|address|restaurant|single_sen
Where can I get a brunch reservation for 4 people in buffalo for?|reservation|restaurant|single_sen
Can I get a table for 3 tomorrow night at 6PM at a Mexican restaurant in Miami|reservation|restaurant|single_sen
Can I get a table for 3 tomorrow night at 6PM at a Asian restaurant in Pensacola, FL|reservation|restaurant|single_sen
I need to find the best mozzarella sticks\ in Sacramento for 6 people next tuesday at 6|restaurantname|restaurant|single_sen
Can I get a table for 3 tomorrow night at 6PM at a sports bar in Seattle|reservation|restaurant|single_sen
I'd like to make a reservation|reservation|restaurant|single_sen
2 reserves to italian place in seattle for 7pm|reservation|restaurant|single_sen
I need a table for 4 at an Italian restaurant on 3/21/16 , 7pm|reservation|restaurant|single_sen
Can I get a table for 6 at a steakhouse in Oklahoma City?|reservation|restaurant|single_sen
Can I get a table for 3 tomorrow night at 6PM at a seafood restaurant in Atlanta|reservation|restaurant|single_sen
Can I get a reservation for Rocco's tacos in Orlando?|reservation|restaurant|single_sen
I'd like to make reservations for seafood on Solomons Island, MD|reservation|restaurant|single_sen
i need 4 tickets to zootopia non 3d in LA for sunday night|ticket|restaurant|single_sen
i need a reserve for 2 at a mexican restaurant in seattle for sunday night at 7pm|reservation|restaurant|single_sen
Looking for a Japanese restaurant in the San Francisco area, that has seating for two at around 6pm on April 6th.  Can you recommend anything?|restaurantname|restaurant|single_sen
I need a nice place to take a date in Des Moines tomorrow night|restaurantname|restaurant|single_sen
I'm looking for a good ethnic food type place in Los Angeles. I have two people|restaurantname|restaurant|single_sen
Do they have any vegetarian selections at Weber's Restaurant in Ann Arbor?|food|restaurant|single_sen
Find me a mountain view restaurant in colorado|restaurantname|restaurant|single_sen
I would like a casual restaurant with a gluten free menu in Omaha|restaurantname|restaurant|single_sen
Can I book a reservation for 2 at a romantic restaurant in Minneapolis tomorrow?|reservation|restaurant|single_sen
I'd like a reservation for 4/1 at 7 P.M. at Mama Lombardi's in Holbrook N.Y. please.|reservation|restaurant|single_sen
Can you recommend an Italian Restaurant in Royal Oak, MI?|restaurantname|restaurant|single_sen
Can I get a table for 3 tomorrow night at 6PM at a pizza place in Seattle|reservation|restaurant|single_sen
I would like to find and book a table at a greek restaurant in San Diego|reservation|restaurant|single_sen
That sound fine is there a table available?|reservation|restaurant|single_sen
 I would like to find out about reservations for tomorrow at 7pm for the highest rated mexican restaurant in zip code 85026.|reservation|restaurant|single_sen
Please check if reservations are available for tomorrow night at 8pm at Le Jardin in Edgewater.|reservation|restaurant|single_sen
Can you please recommend a good crab place in Baltimore?|restaurantname|restaurant|single_sen
i need a reserve for 4 people at an olive garden in seattle for tomorrow night|reservation|restaurant|single_sen
I am looking for a place to eat in the french quarter of New Orleans with valet parking|restaurantname|restaurant|single_sen
Make a reservation at Swizzle Stick for 2 people.|reservation|restaurant|single_sen
looking for a place to in bryson city, nc after white water rtafting|restaurantname|restaurant|single_sen
can you help me find a gluten free restaurant?|restaurantname|restaurant|single_sen
I'd like a table for 3 in chicago tomorrow. Italian sounds good.|reservation|restaurant|single_sen
Can I get a table for 3 tomorrow night at 6PM at a seafood restaurant in Seattle|reservation|restaurant|single_sen
I want to book a reservation for five at a casual, lower priced sushi place in San Francisco please. Tomorrow at 5pm if it's available.|reservation|restaurant|single_sen
That sounds good. Can you get me a table for 5 there tomorrow at 5pm?|reservation|restaurant|single_sen
I'd like a table for ten at a good barbecue place in Pittsburgh for Monday evening at 6 please.|reservation|restaurant|single_sen
Sounds great to me. Can you book the table there?|reservation|restaurant|single_sen
I need a table for 3 at an american restaurant in chicago tomorrow. Can you help? Like 6pm|reservation|restaurant|single_sen
What's a pizza delivery place in Seattle?|restaurantname|restaurant|single_sen
I'd like to make a reservation at Sushi Nakazawa in NYC|reservation|restaurant|single_sen
Can you book me a table for 4 tomorrow at Django in Des Moines, IA?|reservation|restaurant|single_sen
Are any gluten free restaurants in downtown Seattle?|restaurantname|restaurant|single_sen
Is there any Italian Restaurants nearby?|restaurantname|restaurant|single_sen
I am looking for a five star restaurant for tomorrow evening for my anniversary|restaurantname|restaurant|single_sen
Can you suggest an italian restaurant near zip code 98112?|restaurantname|restaurant|single_sen
I need a table for 6 for pizza in Dallas. Tomorrow at 7ish?|reservation|restaurant|single_sen
Can you help me find a place to eat tonight? I'm in Phoenix and want to go at 8pm|restaurantname|restaurant|single_sen
that sounds great. Go ahead and book. My name is Hank Hill|reservation|restaurant|single_sen
4 reservations in dallas for a upscale bbq joint for late tonight|reservation|restaurant|single_sen
Can you find a place that can host a group of 12 in Los Angeles, CA? We prefer american style food if possible|restaurantname|restaurant|single_sen
I'd like to make a reservation for this Thursday at 5:30pm|reservation|restaurant|single_sen
That sounds great. Can you book the table there please?|reservation|restaurant|single_sen
Is there a Red Robin in Seattle?|reservation|restaurant|single_sen
Can I get a table for 3 tomorrow night at 6PM at an Asian restaurant in Atlanta|reservation|restaurant|single_sen
Hello, can I get a table for two tomorrow at 7pm at an upscale steak house in Manhattan?|reservation|restaurant|single_sen
Can you help me make a reservation at The Cheesecake Factory in Seattle?|reservation|restaurant|single_sen
I'd like a table for 4 at a french restaurant in st louis|reservation|restaurant|single_sen
I need a table for 4 at Fire at the Ridge in New York City|reservation|restaurant|single_sen
ok book it!|reservation|restaurant|single_sen
I need reservations for 3 people to an italian place downtown seattle for tonight, can you help?|reservation|restaurant|single_sen
I'd like to reserve a table for 5 at Wild Ginger in Seattle please.|reservation|restaurant|single_sen
Can you tell me what times are available between 5:00 PM and 7:00 PM on March 24th please?|starttime|restaurant|single_sen
I'd like to eat at a nice Seafood place in New Orleans, the more expensive and formal the better. Two people would be going|restaurantname|restaurant|single_sen
I need to find chow mein in Sacramento for 6 people next tuesday at 6|restaurantname|restaurant|single_sen
Can I have a reservation for the buffet at the bellagio hotel in Las Vegas?|reservation|restaurant|single_sen
Can I get a table for 3 tomorrow night at 6PM at a Seafood restaurant in Orlando|reservation|restaurant|single_sen
Good evening! I have a very large party that I need reservations for. 20 people in the Manhattan area.|reservation|restaurant|single_sen
I'm looking for a sushi bar in the San Francisco area|restaurantname|restaurant|single_sen
I need to find the best cheesecake in Sacramento for 6 people next tuesday at 6|restaurantname|restaurant|single_sen
I'd like to make reservations for a steakhouse|reservation|restaurant|single_sen
Can I book reservations at a high class restaurant|reservation|restaurant|single_sen
I'm looking for a place to eat in downtown Atlanta, Ga that serves steak.|restaurantname|restaurant|single_sen
I need a table for 6 at a really fancy restaurant in NYC. I'll be there tomorrow at 6pm. Something really nice and expensive.|reservation|restaurant|single_sen
I wish to find reservations for 2 to the best steak house in Spokane WA.|reservation|restaurant|single_sen
I need to find the best ceviche in San Jose for 6 people next tuesday at 6|restaurantname|restaurant|single_sen
Can you get me a table at Tradicao Brazilian Steakhouse in Houston? I have a pretty big group, 6 to be exact|reservation|restaurant|single_sen
mexican. 2 people. monday. anytime between 7 and 9 pm. reservation name Brelig.|reservation|restaurant|single_sen
Can you tell me what times are available between 8:00 PM and 10:00 PM on March 24th please?|starttime|restaurant|single_sen
Could you book 8:45 please?|starttime|restaurant|single_sen
table for 4 for an indian place in salt lake city ut for tomorrow|reservation|restaurant|single_sen
I would like to find a casual american restaurant that can handle a large party reservation|restaurantname|restaurant|single_sen
Can you tell me what times are available between 7:00 PM and 9:00 PM on March 23rd please?|reservation|restaurant|single_sen
I'd like to reserve a table for 5 at The Metropolitan Grill in Seattle please.|reservation|restaurant|single_sen
Can you tell me what times are available between 5:45 PM and 7:45 PM on March 24th please?|reservation|restaurant|single_sen
looking for a post 5k race for me and 3 buddies probably before showering in wilmington, nc|restaurantname|restaurant|single_sen
I'd like to make reservations|reservation|restaurant|single_sen
I'd like to reserve a table for 2 at The Metropolitan Grill in Seattle please.|reservation|restaurant|single_sen
\nCan you tell me what times are available between 3:00 PM and 5:00 PM on March 24th please?|starttime|restaurant|single_sen
Can you help me find a steakhouse in Houston? I want to eat tonight at 8pm|restaurantname|restaurant|single_sen
Need a table for two at a Greek restaurant in Orlando around 5pm tomorrow.|reservation|restaurant|single_sen
I'd like to reserve a table for 1 at Wild Ginger in Seattle please.|reservation|restaurant|single_sen
Can you tell me what times are available between 6:00 PM and 8:00 PM on March 23rd please?|starttime|restaurant|single_sen
would it be possible to actually do real work and book me a reservation in wilmington, nc so that I can get paid as well?|reservation|restaurant|single_sen
Hi, I'm wanting to book a table at the Montgomery Inn in Cincinnati.  Can you do bookings there?|reservation|restaurant|single_sen
Can you help me make a reservation at any restaurant, or do I chose from a list?|reservation|restaurant|single_sen
I'd like a table on 03/24/2016 at 5pm at Lawry's The Prime Rib - Chicago|reservation|restaurant|single_sen
What are the hours of Coastal Kitchen in Seattle?|reservation|restaurant|single_sen
\nCan you tell me what times are available between 7:30 PM and 9:30 PM on March 23rd please?|starttime|restaurant|single_sen
Hello, I'm in Lexington Ky for the weekend.  I'm looking for a Brazilian style steakhouse, on the order of Fogo de Chao.  Are there any of that type in the area?|restaurantname|restaurant|single_sen
I would like to book a seafood place in Seattle on 03/24 at 1:30pm for 2 people|reservation|restaurant|single_sen
Where can I go for french food in NYC? It'd be tuesday at 8pm|restaurantname|restaurant|single_sen
Can you tell me what times are available between 4:30 PM and 7:30 PM on March 23rd please?|starttime|restaurant|single_sen
I'm looking for a nice steakhouse in Bloomington IN for a dinner tomorrow evening around 8|restaurantname|restaurant|single_sen
I am looking for a Mexican Restaurant in Orlando, Florida|restaurantname|restaurant|single_sen
Which one has the highest reviews consistently?|other|restaurant|single_sen
I'm looking for a restaurant in Seattle that specializes in seafood cuisine.|restaurantname|restaurant|single_sen
I'd like to make a reservation at a new restaurant in Seattle.|reservation|restaurant|single_sen
I'd like to reserve a table for 2 at Palisade in Seattle please.|reservation|restaurant|single_sen
Can you tell me what times are available between 7:30 PM and 8:30 PM on March 24th please?|starttime|restaurant|single_sen
I made a reservation for The Cheesecake Factory but need to reschedule. Can you help?|other|restaurant|single_sen
book blueacre seafood please|reservation|restaurant|single_sen
I'd like to reserve a table for 4 at Wild Ginger in Seattle please.|reservation|restaurant|single_sen
Can you tell me what times are available between 7:15 PM and 9:15 PM on March 23rd please?|starttime|restaurant|single_sen
Can you tell me what times are available between 3:00 PM and 5:00 PM on March 23rd please?|starttime|restaurant|single_sen
Is there anything available on March 23rd?|reservation|restaurant|single_sen
I need a reservation for 4 to Next Door in Rochester NY|reservation|restaurant|single_sen
book casco antiguo please|reservation|restaurant|single_sen
I need 2 reserves to an italian place in seattle wa for tomorrow night|reservation|restaurant|single_sen
Can you make a reservation for two to the Melting Pot in the Walden Galleria?|reservation|restaurant|single_sen
reserve a table for me at Anteprima at 5pm on 03/24/2016|reservation|restaurant|single_sen
i need a table tonight in Tampa! Something that's good for a date. There's 2 of us|reservation|restaurant|single_sen
I'd like to make a reservation for 7 at Blue C Sushi in Seattle|reservation|restaurant|single_sen
Yes, what sushi restaurant in Seattle do you suggest?|restaurantname|restaurant|single_sen
Hey. I want a great burger place in Chicago on Saturday night. It'll be around 5 pm after the basketball game is over.|restaurantname|restaurant|single_sen
book that table for me|reservation|restaurant|single_sen
Can you find me a sushi restaurant in seattle? I want to eat at 7pm tonight|restaurantname|restaurant|single_sen
I need to make reservations at Copelands in Slidell please|reservation|restaurant|single_sen
I would like to find out about reservations for tomorrow at 7pm for the highest rated mexican restaurant in zip code 85251.|reservation|restaurant|single_sen
I want to eat seafood in Orlando tonight around 8pm. Can you get me a table?|reservation|restaurant|single_sen
I need to get a reservation at Mrs. Murphy & Sons Irish Bistro on March 24 at 5pm|reservation|restaurant|single_sen
I need a reservation for 4 to Texas de Brazil in Buffalo, NY|reservation|restaurant|single_sen
Can I get a table for 3 tomorrow night at 6PM at a Mexican restaurant in Pensacola, FL|reservation|restaurant|single_sen
I'm in the Desoto, Texas area and would like a nice Italian restaurant to go to, can you book one for me?|reservation|restaurant|single_sen
I wish to find reservations for 2 to the best steak house in Scottsdale NV.|reservation|restaurant|single_sen
Can you tell me what times are available between 3:00 PM and 5:00 PM on March 24th please?|reservation|restaurant|single_sen
Can you tell me what times are available between 4:30 PM and 7:30 PM on March 25th please?|reservation|restaurant|single_sen
Can I get a table for 3 tomorrow night at 6PM at a Itialian restaurant in Pensacola, FL|reservation|restaurant|single_sen
I'd like a reservation at Skates on the Bay on 03/24/2016 5pm|reservation|restaurant|single_sen
Can you tell me what times are available between 5:00 PM and 6:00 PM on March 25th please?|reservation|restaurant|single_sen
I'd like to make a 5pm reservation for 3 at a restaurant that's suitable for children in Decatur, IL. Do you have any recommendations?|reservation|restaurant|single_sen
That would be great. Can you make the reservation for me, please?|reservation|restaurant|single_sen
Can you tell me what times are available between 6:30 PM and 9:00 PM on March 23rd please?|reservation|restaurant|single_sen
Where do you recommend for Mexican food in Tampa? We want to go tomorrow for dinner.|restaurantname|restaurant|single_sen
I'm looking for a good Thai place in Philadelphia where I can get reservation for 3 tomorrow night around 5. I don't care about price.|restaurantname|restaurant|single_sen
i need a restaurant reserved for tonight in seattle. italian.|reservation|restaurant|single_sen
Can you recommend a place to eat Mexican food in San Francisco? Tomorrow at 7pm|restaurantname|restaurant|single_sen
Can you tell me what times are available between 5:00 PM and 6:00 PM on March 24th please?|reservation|restaurant|single_sen
Which restaurants are in the Ballard neighborhood of Seattle?|restaurantname|restaurant|single_sen
I'd like to reserve a table for 4 at Palisade in Seattle please.|reservation|restaurant|single_sen
Where should I take my family to celebrate my son's graduation? There will be 8 of us.|restaurantname|restaurant|single_sen
I wish to find reservations for 2 to the best steak house in Baton Rogue LA.|reservation|restaurant|single_sen
book Sullivan's Steakhouse Baton please.|reservation|restaurant|single_sen
I need a restaurant that serves Italian food in Greenville, SC|restaurantname|restaurant|single_sen
I need to find an Italian restaurant in Buffalo, New York|restaurantname|restaurant|single_sen
I wish to find reservations for 2 to the best steak house in Reno NV.|reservation|restaurant|single_sen
book  Charlie Palmer Steak please.|reservation|restaurant|single_sen
What vegetarian options are available new the Washington State Convention Center in Seattle?|restaurantname|restaurant|single_sen
need a BBQ rib place reserved for tonight in dallas tx|reservation|restaurant|single_sen
reserve it|reservation|restaurant|single_sen
I need a place that has a large banquet room for my parents anniversary. There will be around 75 guests. No Chinese food!|restaurantname|restaurant|single_sen
I wish to find reservations for 2 to the best steak house in Hialeah FL.|reservation|restaurant|single_sen
china steak house sounds tasty, could you make a reservation for 2 people at 6pm tomorrow?|reservation|restaurant|single_sen
Book a table for 2 at La Cosecha Argentinian Steakhouse around 6pm please.|reservation|restaurant|single_sen
book STK Miami Beach please.|reservation|restaurant|single_sen
I need reservations for a party of 5 for Friday night at  Percy Street Barbecue in Philly|reservation|restaurant|single_sen
do they have openings tonight around 8?|reservation|restaurant|single_sen
Could you tell me what times are available on that date?|starttime|restaurant|single_sen
When does Surfers Rehab open?|starttime|restaurant|single_sen
I want a reservation for a sushi place in Dallas for 2 people Monday at 6:00pm.|reservation|restaurant|single_sen
Please make a reservation for me.|reservation|restaurant|single_sen
I need a reservation at Lockwood Restaurant and Bar on the 27th for four people|reservation|restaurant|single_sen
Can I get a table for three at Fred's at Barney's on Madison Ave. in Manhattan? Tomorrow night if available.|reservation|restaurant|single_sen
i need a reservation at bistronomic|reservation|restaurant|single_sen
I'm hoping for reservations at an ethnic restaurant in Harrisburg, PA for tonight. Can you hook me up?|reservation|restaurant|single_sen
Make me a reservation for 4 people at Tabouli in Edgewater NJ.|reservation|restaurant|single_sen
I am looking for a good Italian restaurant in the Tampa Bay area, can you show me some high rated ones please|restaurantname|restaurant|single_sen
I'd like to book a reservation for a restaurant that is kid friendly tomorrow at 5pm|reservation|restaurant|single_sen
I wish to find reservations for 2 to the best steak house in Madison Wisconsin.|reservation|restaurant|single_sen
Any good Italian place located nearby here at this zip-code 75123? Looking to book a place.|reservation|restaurant|single_sen
I wish to find reservations for 2 to the best steak house in Irving TX.|reservation|restaurant|single_sen
I'm looking for a cheap Chinese restaurant in or around Syracuse, NY where I can get a reservation for 4 tomorrow night around 6.|reservation|restaurant|single_sen
Sounds good to me. Can you book it?|reservation|restaurant|single_sen
i'd like to reserve a table for 4 someplace nice|reservation|restaurant|single_sen
I'm looking for a place that is similar to Canaletto in Las Vegas but not so pricey. I need spot for Monday from 5 to 7pm|restaurantname|restaurant|single_sen
Can you get me reservations for any restaurants outside the US?|reservation|restaurant|single_sen
Okay. Then maybe you can find me a pizza place for tonight. 4 people. 6pm. Anaheim, CA.|restaurantname|restaurant|single_sen
Can you book me a table for six at an American restaurant in Seattle for Wednesday afternoon at 3:30?|reservation|restaurant|single_sen
That sound perfect, can you book it?|reservation|restaurant|single_sen
Hello, I'm in Dallas, TX. Can you book me a table for six at a casual diner for tomorrow evening between 5 and 6?|reservation|restaurant|single_sen
I'm looking for a mid-priced Mediterranean restaurant in Austin, TX. I need a reservation for Thursday at 4:30pm. Can you help me out?|restaurantname|restaurant|single_sen
Looking for a good French restaurant in Napa, CA that has handicapped access.|restaurantname|restaurant|single_sen
Hello I'd like to find out what Italian restaurants are available in my area.|reservation|restaurant|single_sen
Yes, can you book me for Anthony's Pizza & Restaurant?|reservation|restaurant|single_sen
What restaurants in the China Town district of San Francisco offer Dim Sum?|restaurantname|restaurant|single_sen
Okay, what can you find?|restaurantname|restaurant|single_sen
Hello, I need to book a table for my anniversary please.|reservation|restaurant|single_sen
Can I book a table for two at a good Korean place in Los Angeles for tonight at 8?|reservation|restaurant|single_sen
What is the best pizza restaurant nearby?|restaurantname|restaurant|single_sen
Hi! I wanted to celebrate my anniversary with my husband, can you find me an upscale restaurant in Las Vegas for 3/23 about 8 pm?|restaurantname|restaurant|single_sen
Hi, I need a table for six to Oshun in Buffalo NY|reservation|restaurant|single_sen
I'd like a reservation at a Italian restaurant in downtown Houston with a romantic atmosphere for a first date.|reservation|restaurant|single_sen
That sounds great can you please book a table for 2.|reservation|restaurant|single_sen
I need a table for 4 to the Melting Pot at the Marketplace Mall in Rochester NY|reservation|restaurant|single_sen
I need brunch reservations at a place that serves Gluten free options in Los Angeles|reservation|restaurant|single_sen
Can you tell me what times are available between 6:30 PM and 9:00 PM on March 24th please?|starttime|restaurant|single_sen
need a table for 2 for phoenix az for tomorrow|reservation|restaurant|single_sen
I am looking for a seafood place in Brooklyn, Ny tomorrow at 7:00pm for 2 people.|reservation|restaurant|single_sen
Can you tell me what times are available between 5:15 PM and 7:30 PM on March 23rd please?|starttime|restaurant|single_sen
I need a reservation for 4 people to Vito e Vino in Buffalo NY|reservation|restaurant|single_sen
I would like to book a dessert restaurant in Seattle on 3/24 at 2:30pm for 3 people|reservation|restaurant|single_sen
I'd like to make a reservation for 2 people at Houston's in Hackensack NJ tomorrow night.|reservation|restaurant|single_sen
Hi, I need a table for a first date at the nicest restaurant you can reserve.|reservation|restaurant|single_sen
Which is rated the highest?|restaurantname|restaurant|single_sen
I need to book a reservation for a party of 5 at an italian restaurant in LA at 8pm tuesday|reservation|restaurant|single_sen
What restaurants are near the Space Needle in Seattle?|restaurantname|restaurant|single_sen
I need to book a reservation for a party of 5 at a Healthy Mexican restaurant in LA at 8pm tuesday|reservation|restaurant|single_sen
Hi, I'm looking for a reservation to Bravo in Walden Galleria Mall for 2 people|reservation|restaurant|single_sen
What time do you open for dinner?|starttime|restaurant|single_sen
I'd like a reservation at an upscale restaurant with a fancy dress code for an anniversary. What restaurant would you recommend?|reservation|restaurant|single_sen
Does Skillet Diner in Seattle have a good rating?|rating|restaurant|single_sen
Any french restaurants nearby?|restaurantname|restaurant|single_sen
Good Afternoon, I would like to Make reservations for Dinner on Friday Night at 7pm|reservation|restaurant|single_sen
I'm looking for a Vietnamese place in New York for a date with my wife on Tuesday|restaurantname|restaurant|single_sen
I need a table for 3 at a nice indian restuarant in seattle please|reservation|restaurant|single_sen
Please check if there are any tables available at Hill Country BBQ in manhattan tomorrow night. I need to make a reservation for 4 people.|reservation|restaurant|single_sen
Hi, I would like to make a change to my reservation for tonight. Traffic is bad on the highway and I might be late.|reservation|restaurant|single_sen
Sure, I would like to make one for next week. Is there availability? Also, does the restaurant have vegan meal options?|reservation|restaurant|single_sen
Hi, I'd like to book a table at Ruth Chris Steakhouse in Scottsdale AZ this coming Sat the 26th|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at an Middle Eastern restaurant in LA at 8pm tuesday|reservation|restaurant|single_sen
I wish to find reservations for 2 to the best steak house in Irvine CA.|reservation|restaurant|single_sen
make that reservation please|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at an italian restaurant with cheesecake in LA at 8pm tuesday|reservation|restaurant|single_sen
i need a reservation for 3 tonight in dowtntown seattle, can u help?|reservation|restaurant|single_sen
I'm taking my son, who is turning 8, and 6 of his friends out to eat for his birthday. I'm looking for a restaurant that kids can have fun at in the  San Francisco area.|restaurantname|restaurant|single_sen
And it's kid friendly? As long as it's kid friendly\/oriented.|atmosphere|restaurant|single_sen
I'm interested in making dinner reservations for Sunday in the Seattle area|reservation|restaurant|single_sen
Hello, I'm looking to book a unique restaurant in Minneapolis, MN on Wednesday, March 23 at 7 p.m. for 2 people.   What options do you have?|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at an Greek restaurant in LA at 8pm tuesday|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at a restaurant with great pizza in LA at 8pm tuesday|reservation|restaurant|single_sen
I need to make reservations for tomorrow night at 7PM at the Cheesecake Factory in Hackensack NJ.|reservation|restaurant|single_sen
Yes, can you book me a reservation at somewhere similar at 7pm in all of NJ|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at a restaurant known for its sandwhiches in LA at 8pm tuesday|reservation|restaurant|single_sen
I'm looking for a good Italian restaurant in Pittsburgh.|restaurantname|restaurant|single_sen
Casual Mexican restaurant for 4, Rockville Md. for tomorrow night 6:00 pm|restaurantname|restaurant|single_sen
i need a table for 2 in seattle in a nice italian restaurant|reservation|restaurant|single_sen
I need a reservation at Benihana in Los Angeles tonight.|reservation|restaurant|single_sen
I need to book a reservation for a party of 12 at an italian restaurant in LA at 8pm tuesday|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at a Chinese restaurant in Las Vegas at 7pm thursday|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at an Mexican restaurant in LA at 8pm tuesday|reservation|restaurant|single_sen
Ok please book me at the first Mexican restaurant you find, I'm in a hurry.|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at a Middle Eastern restaurant in LA at 8pm tuesday|reservation|restaurant|single_sen
I want to book reservations for tomorrow for 2 people at 6pm for a upscale steakhouse in Macon Georgia.  Can you help me?|reservation|restaurant|single_sen
I want to book reservations for tomorrow for 2 people at 6pm for a upscale steakhouse in Pomona CA.  Can you help me?|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at a Greek restaurant in Las Vegas at 7pm thursday|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at an italian restaurant with tiramisu in LA at 8pm tuesday|reservation|restaurant|single_sen
help me make a reservation please|reservation|restaurant|single_sen
Can you reserve a table for one at a good coffee shop in Seattle? I'd like one that serves food as well.|reservation|restaurant|single_sen
Hm, well I need to find a restaurant. How about a casual diner?|restaurantname|restaurant|single_sen
I need to book a reservation for a party of 5 at an southwestern restaurant in LA at 8pm tuesday|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at a restaurant with a huge dessert menu in LA at 8pm tuesday|reservation|restaurant|single_sen
I want to book reservations for tomorrow for 2 people at 6 for a upscale steakhouse in Corona CA.  Can you help me?|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at a Japense restaurant in Las Vegas at 7pm thursday|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at an Japanese restaurant in LA at 8pm tuesday|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at an Mexican restaurant in LA at 6pm thursday|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at a Dessert restaurant in Las Vegas at 7pm thursday|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at an southwestern restaurant in LA at 5pm tuesday|reservation|restaurant|single_sen
Hi,  I'm in Cincinnati Oh and looking for a great steakhouse.  I don't know if Ruth Chris is in the area but I don't like them, they are way overpriced for an ok (at best) steak.  Recommendations?|restaurantname|restaurant|single_sen
Could you book me a table for 6 at a French restaurant in or near Pasadena, CA? Tuesday at 5pm please.|reservation|restaurant|single_sen
Sounds great. Can you book it?|reservation|restaurant|single_sen
Can you please help me get a table at an italian restaurant on 03/25/2016 5pm|reservation|restaurant|single_sen
Can you tell me what times are available between 5:00 PM and 7:00 PM on March 23rd please?|starttime|restaurant|single_sen
I am proposing to my girlfriend next Saturday and would like to take her out to eat afterwards. So I'm looking for a really upscale, really fancy and romantic restaurant in the Manhattan area. Can you help?|restaurantname|restaurant|single_sen
Sounds great belts book that.|reservation|restaurant|single_sen
table for 3 for a casual dining spot in downtown dallas tx|reservation|restaurant|single_sen
I'd like to reserve a table for 3 at Barolo Ristorante in Seattle please.|reservation|restaurant|single_sen
Can you tell me what times are available between 6:00 PM and 8:00 PM on March 24th please?|reservation|restaurant|single_sen
I wish to find reservations for 2 to the best steak house in Des Moines Iowa.|reservation|restaurant|single_sen
I want to book reservations for tomorrow for 2 people at 6 for a upscale steakhouse in Raleigh NC.  Can you help me?|reservation|restaurant|single_sen
Okay, can you book me for two people on December 3, 2016?|reservation|restaurant|single_sen
I am looking for a fancy place to take a date in Birmingham, AL|restaurantname|restaurant|single_sen
table for 2 in downtown seattle fancy restaurant please|reservation|restaurant|single_sen
Book me a reservation for tomorrow night at an Italian restaurant|reservation|restaurant|single_sen
What is the dress code for La Fontana?|dress_code|restaurant|single_sen
please make the reservation|reservation|restaurant|single_sen
I wish to find reservations for 2 to the best steak house in Glendale AZ.|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at a healthy restaurant in LA at 8pm tuesday|reservation|restaurant|single_sen
I'd like to make a reservation for three people at Cliff's Steakhouse in Englewood Cliffs NJ tomorrow night.|reservation|restaurant|single_sen
i need a table for 2 at a nice italian place in vegas nv|reservation|restaurant|single_sen
\nCan you tell me what times are available between 2:45 PM and 4:45 PM on March 24th please?|starttime|restaurant|single_sen
Would like to book a restaurant for 1 near 75123, looking for a nice Italian place for March 21th sometime in the evening hours.|reservation|restaurant|single_sen
I wish to find reservations for 2 to the best steak house in Gilbert AZ.|reservation|restaurant|single_sen
book that please|reservation|restaurant|single_sen
Hello Can you book me a resturant at a nice place tomorrow at 5pm|reservation|restaurant|single_sen
Hi, I need a reservation for 3 in Tulsa, Oklahoma tomorrow night between 5 and 7 pm.|reservation|restaurant|single_sen
